#{"t_start": 1746033482.810015, "env_id": "None"}
r,l,t
1.0,10,23.531719
-10.0,10,23.540439
10.0,10,23.549078
10.0,10,23.557696
10.0,10,23.566998
10.0,10,23.575949
2.0,10,23.584544
-8.0,10,23.593094
10.0,10,23.601675
-10.0,10,23.61024
5.0,10,23.618792
10.0,10,23.627394
10.0,10,23.635822
5.0,10,23.644576
7.0,10,23.65311
10.0,10,23.661643
-5.5,10,23.670123
10.0,10,23.67871
-10.0,10,23.687173
10.0,10,23.695786
-10.0,10,23.704293
-20.0,10,23.712822
-8.5,10,23.721382
5.0,10,23.729903
10.0,10,23.738438
-5.5,10,23.74693
10.0,10,23.755397
10.0,10,23.763819
-5.0,10,23.772362
-10.0,10,23.780804
-2.5,10,23.789464
-5.0,10,23.797934
10.0,10,23.806404
10.0,10,23.814878
5.0,10,23.823348
4.0,10,23.831844
-10.0,10,23.840306
5.0,10,23.848807
-2.0,10,23.8573
-10.0,10,23.865764
10.0,10,23.874313
5.0,10,23.88277
-1.0,10,23.891219
10.0,10,23.899734
5.0,10,23.908243
5.0,10,23.916728
-10.0,10,23.925265
-4.0,10,23.933713
10.0,10,23.942237
-10.0,10,23.950673
10.0,10,45.786457
10.0,10,45.795109
10.0,10,45.80358
-1.0,10,45.812089
-10.0,10,45.820561
-10.0,10,45.828993
10.0,10,45.837386
10.0,10,45.845809
5.0,10,45.854246
5.0,10,45.862704
10.0,10,45.871119
10.0,10,45.879555
-2.5,10,45.887978
10.0,10,45.896456
3.5,10,45.905552
10.0,10,45.914095
-8.5,10,45.922689
10.0,10,45.931105
3.5,10,45.939517
10.0,10,45.947953
5.0,10,45.956443
5.0,10,45.965185
-11.0,10,45.973617
5.0,10,45.982067
5.0,10,45.990458
-4.0,10,45.998855
4.0,10,46.007334
-5.5,10,46.015761
5.0,10,46.024174
5.0,10,46.032567
10.0,10,46.040963
5.0,10,46.04941
7.0,10,46.057831
-10.0,10,46.066256
10.0,10,46.074889
4.0,10,46.083423
10.0,10,46.091856
10.0,10,46.100305
5.0,10,46.108687
5.0,10,46.117037
5.0,10,46.125414
3.5,10,46.133771
10.0,10,46.142172
10.0,10,46.150594
2.0,10,46.159091
5.0,10,46.167533
-5.0,10,46.175909
5.0,10,46.184292
5.0,10,46.192695
-5.0,10,46.201207
3.5,10,68.431241
10.0,10,68.43991
5.0,10,68.44844
1.0,10,68.457051
4.0,10,68.465539
10.0,10,68.474056
10.0,10,68.482522
-2.0,10,68.491023
10.0,10,68.500093
3.5,10,68.508597
10.0,10,68.517091
-1.0,10,68.52565
10.0,10,68.534154
3.5,10,68.543085
-5.5,10,68.551901
1.0,10,68.560943
10.0,10,68.569943
10.0,10,68.578919
5.0,10,68.587722
-2.0,10,68.596624
3.5,10,68.605433
10.0,10,68.61429
10.0,10,68.623155
5.0,10,68.632093
-20.0,10,68.640925
-2.5,10,68.649813
5.0,10,68.658674
10.0,10,68.667533
5.0,10,68.676431
5.0,10,68.685434
-10.0,10,68.694263
5.0,10,68.70317
10.0,10,68.712017
1.0,10,68.720922
-8.0,10,68.729737
10.0,10,68.738959
10.0,10,68.747848
-10.0,10,68.756659
10.0,10,68.765645
-10.0,10,68.774955
5.0,10,68.783771
-2.0,10,68.792642
-7.0,10,68.801585
10.0,10,68.810422
5.0,10,68.819398
10.0,10,68.828224
-17.0,10,68.837125
2.0,10,68.845888
5.0,10,68.854815
10.0,10,68.86405
10.0,10,90.593022
10.0,10,90.601429
10.0,10,90.610069
10.0,10,90.618443
5.0,10,90.626793
4.0,10,90.635143
-10.0,10,90.643456
10.0,10,90.651845
1.0,10,90.660257
10.0,10,90.668791
5.0,10,90.677175
10.0,10,90.685634
-1.0,10,90.694136
10.0,10,90.702614
-4.0,10,90.711198
10.0,10,90.719698
-10.0,10,90.728173
-10.0,10,90.736699
5.0,10,90.745186
5.0,10,90.753703
3.5,10,90.762558
5.0,10,90.772045
-2.0,10,90.780912
10.0,10,90.79035
5.0,10,90.798959
10.0,10,90.808063
10.0,10,90.816725
5.0,10,90.82605
10.0,10,90.834722
-10.0,10,90.844172
7.0,10,90.852988
-20.0,10,90.862088
5.0,10,90.871074
10.0,10,90.87973
-8.0,10,90.888987
10.0,10,90.897621
-2.0,10,90.906574
10.0,10,90.915061
10.0,10,90.924124
4.0,10,90.932678
5.0,10,90.941742
10.0,10,90.950252
5.0,10,90.959512
10.0,10,90.968665
5.0,10,90.977623
10.0,10,90.986158
10.0,10,90.994749
5.0,10,91.003345
5.0,10,91.0123
10.0,10,91.021424
-10.0,10,114.42617
0.5,10,114.435089
5.0,10,114.444249
10.0,10,114.453356
10.0,10,114.462479
-5.0,10,114.471765
10.0,10,114.480764
-8.0,10,114.48978
10.0,10,114.498876
5.0,10,114.511071
5.0,10,114.520315
10.0,10,114.529348
10.0,10,114.538212
10.0,10,114.546925
10.0,10,114.555645
10.0,10,114.564193
-2.5,10,114.572987
5.0,10,114.581523
5.0,10,114.590073
10.0,10,114.598597
10.0,10,114.60719
2.0,10,114.615718
10.0,10,114.624263
5.0,10,114.632702
10.0,10,114.641266
5.0,10,114.649837
-4.0,10,114.658467
10.0,10,114.667053
2.0,10,114.675695
10.0,10,114.684325
10.0,10,114.692952
10.0,10,114.70148
10.0,10,114.709964
10.0,10,114.718415
10.0,10,114.72693
-5.0,10,114.735336
3.5,10,114.743898
5.0,10,114.752328
10.0,10,114.760803
10.0,10,114.769322
5.0,10,114.777888
10.0,10,114.786476
5.0,10,114.79493
5.0,10,114.80344
1.0,10,114.812011
5.0,10,114.820905
5.0,10,114.829453
-8.5,10,114.840218
-5.5,10,114.84881
10.0,10,114.857673
10.0,10,137.274932
10.0,10,137.283785
10.0,10,137.293113
-1.0,10,137.301885
10.0,10,137.311139
-5.0,10,137.320025
10.0,10,137.32876
-7.0,10,137.337691
10.0,10,137.346202
3.5,10,137.355014
10.0,10,137.363666
10.0,10,137.372733
5.0,10,137.381211
0.5,10,137.390128
5.0,10,137.398706
5.0,10,137.407642
10.0,10,137.416501
10.0,10,137.425879
10.0,10,137.434446
3.5,10,137.443699
10.0,10,137.452492
5.0,10,137.46145
10.0,10,137.470216
-10.0,10,137.478694
10.0,10,137.487537
10.0,10,137.495909
3.5,10,137.504792
-8.0,10,137.513302
10.0,10,137.521964
5.0,10,137.530394
10.0,10,137.538797
-10.0,10,137.54721
7.0,10,137.555724
5.0,10,137.564079
2.0,10,137.57256
10.0,10,137.580991
5.0,10,137.589385
10.0,10,137.597835
10.0,10,137.606244
3.5,10,137.614676
1.0,10,137.62309
5.0,10,137.631668
-2.0,10,137.640239
-2.0,10,137.649062
5.0,10,137.657538
7.0,10,137.66592
5.0,10,137.674253
5.0,10,137.682678
-4.0,10,137.691082
10.0,10,137.699356
5.0,10,160.043291
10.0,10,160.051942
10.0,10,160.060406
5.0,10,160.068841
5.0,10,160.077421
-4.0,10,160.086127
-5.0,10,160.094716
10.0,10,160.103402
10.0,10,160.111941
-5.5,10,160.120517
7.0,10,160.129039
5.0,10,160.137654
10.0,10,160.146231
5.0,10,160.15478
10.0,10,160.163392
10.0,10,160.172259
7.0,10,160.180791
10.0,10,160.18938
5.0,10,160.197837
5.0,10,160.206437
10.0,10,160.215089
5.0,10,160.225202
10.0,10,160.237339
-1.0,10,160.246265
0.5,10,160.254944
3.5,10,160.263589
-2.5,10,160.272284
5.0,10,160.280868
5.0,10,160.289362
5.0,10,160.297849
-10.0,10,160.306415
10.0,10,160.314891
5.0,10,160.323539
-10.0,10,160.33208
-8.0,10,160.3407
5.0,10,160.349307
-2.0,10,160.357764
5.0,10,160.36623
10.0,10,160.374807
10.0,10,160.383617
10.0,10,160.392132
10.0,10,160.400688
10.0,10,160.409266
10.0,10,160.418001
-8.0,10,160.426561
-4.0,10,160.435138
-5.5,10,160.4436
10.0,10,160.452109
10.0,10,160.460682
10.0,10,160.469207
3.5,10,183.110653
5.0,10,183.119748
10.0,10,183.128865
10.0,10,183.137823
10.0,10,183.146741
5.0,10,183.155611
10.0,10,183.16449
10.0,10,183.17328
10.0,10,183.182122
10.0,10,183.190901
2.0,10,183.199699
10.0,10,183.208517
2.0,10,183.217273
-10.0,10,183.226424
10.0,10,183.235204
5.0,10,183.243988
-10.0,10,183.252766
5.0,10,183.261492
5.0,10,183.270225
-11.0,10,183.279107
10.0,10,183.287923
10.0,10,183.296812
10.0,10,183.305634
-8.0,10,183.314351
5.0,10,183.3232
5.0,10,183.332007
5.0,10,183.340844
10.0,10,183.34965
-10.0,10,183.358477
2.0,10,183.367224
10.0,10,183.375972
10.0,10,183.384763
5.0,10,183.393514
10.0,10,183.402219
4.0,10,183.411004
-8.0,10,183.419899
5.0,10,183.428695
10.0,10,183.437515
5.0,10,183.446331
10.0,10,183.455055
10.0,10,183.463817
10.0,10,183.472673
-8.0,10,183.481645
-10.0,10,183.490681
10.0,10,183.499883
-7.0,10,183.509124
5.0,10,183.518371
10.0,10,183.527301
10.0,10,183.536347
1.0,10,183.545516
10.0,10,205.865918
-10.0,10,205.874502
10.0,10,205.883038
1.0,10,205.891727
10.0,10,205.900523
-2.0,10,205.909319
10.0,10,205.918043
-8.0,10,205.92673
5.0,10,205.935445
10.0,10,205.944174
10.0,10,205.952947
10.0,10,205.961653
0.5,10,205.970766
5.0,10,205.979501
-10.0,10,205.988236
5.0,10,205.996973
5.0,10,206.005756
3.5,10,206.014497
-8.5,10,206.023181
10.0,10,206.031952
10.0,10,206.040623
-1.0,10,206.049544
3.5,10,206.058258
-10.0,10,206.066976
5.0,10,206.076055
5.0,10,206.084836
4.0,10,206.093457
5.0,10,206.102178
10.0,10,206.111068
5.0,10,206.119871
10.0,10,206.128553
5.0,10,206.137365
10.0,10,206.146093
10.0,10,206.154824
-8.5,10,206.163634
-10.0,10,206.172474
-1.0,10,206.18123
-2.5,10,206.189957
-8.0,10,206.198688
0.5,10,206.207414
-10.0,10,206.216226
-1.0,10,206.225707
10.0,10,206.234606
10.0,10,206.243356
10.0,10,206.252141
5.0,10,206.260774
10.0,10,206.269678
5.0,10,206.278483
1.0,10,206.287297
5.0,10,206.295971
-8.5,10,227.958528
10.0,10,227.967142
-1.0,10,227.97556
3.5,10,227.984076
10.0,10,227.992598
5.0,10,228.001198
10.0,10,228.009766
-5.0,10,228.018386
3.5,10,228.027038
3.5,10,228.035626
5.0,10,228.044107
5.0,10,228.052686
-5.5,10,228.061245
-2.0,10,228.069704
10.0,10,228.07841
5.0,10,228.086952
10.0,10,228.095434
10.0,10,228.103968
10.0,10,228.112613
3.5,10,228.121168
10.0,10,228.129732
10.0,10,228.13835
10.0,10,228.146872
10.0,10,228.155427
10.0,10,228.16391
7.0,10,228.172428
10.0,10,228.181076
0.5,10,228.189591
5.0,10,228.198087
-10.0,10,228.20663
10.0,10,228.215111
10.0,10,228.223709
-1.0,10,228.232283
5.0,10,228.240766
10.0,10,228.249613
5.0,10,228.258535
-11.0,10,228.267234
7.0,10,228.275825
7.0,10,228.284536
-7.0,10,228.293267
-17.0,10,228.301874
10.0,10,228.310379
10.0,10,228.318875
5.0,10,228.32739
10.0,10,228.33586
5.0,10,228.344403
-20.0,10,228.352914
10.0,10,228.36142
10.0,10,228.369864
3.5,10,228.378311
-14.0,10,250.529487
5.0,10,250.538083
10.0,10,250.546531
-7.0,10,250.554952
-17.0,10,250.563488
10.0,10,250.572211
10.0,10,250.58087
10.0,10,250.589269
10.0,10,250.597666
10.0,10,250.606126
-8.5,10,250.61445
10.0,10,250.622808
-5.5,10,250.6311
-10.0,10,250.639425
-10.0,10,250.647736
4.0,10,250.656031
3.5,10,250.664272
4.0,10,250.672645
3.5,10,250.680985
2.0,10,250.68927
-20.0,10,250.697652
7.0,10,250.705945
10.0,10,250.714251
2.0,10,250.722581
5.0,10,250.730879
10.0,10,250.7393
10.0,10,250.747689
10.0,10,250.755959
-10.0,10,250.764297
10.0,10,250.774509
3.5,10,250.783958
-10.0,10,250.793204
3.5,10,250.802399
-20.0,10,250.81128
4.0,10,250.821212
10.0,10,250.829953
10.0,10,250.838559
5.0,10,250.847141
-5.0,10,250.856404
10.0,10,250.866119
-10.0,10,250.875207
-7.0,10,250.884228
10.0,10,250.893246
10.0,10,250.903144
10.0,10,250.913427
10.0,10,250.923023
-10.0,10,250.931737
5.0,10,250.940194
5.0,10,250.948633
5.0,10,250.95714
10.0,10,272.478501
5.0,10,272.486936
-2.0,10,272.495313
-10.0,10,272.503777
5.0,10,272.512197
5.0,10,272.520587
4.0,10,272.529108
10.0,10,272.537448
3.5,10,272.545843
10.0,10,272.554209
10.0,10,272.562603
10.0,10,272.571254
10.0,10,272.579674
-10.0,10,272.58797
10.0,10,272.596301
4.0,10,272.604659
-2.0,10,272.613026
0.5,10,272.621334
10.0,10,272.629673
10.0,10,272.638147
10.0,10,272.646581
5.0,10,272.654921
-10.0,10,272.663283
-2.5,10,272.671712
-11.0,10,272.680098
10.0,10,272.688416
7.0,10,272.696792
-17.0,10,272.705108
-4.0,10,272.713483
5.0,10,272.721801
10.0,10,272.730134
5.0,10,272.738589
5.0,10,272.746994
10.0,10,272.755304
-1.0,10,272.763632
10.0,10,272.771945
5.0,10,272.780446
2.0,10,272.788987
5.0,10,272.797301
5.0,10,272.805581
5.0,10,272.813937
10.0,10,272.822392
10.0,10,272.830776
5.0,10,272.83907
10.0,10,272.847417
5.0,10,272.855724
5.0,10,272.864067
2.0,10,272.872358
10.0,10,272.880717
10.0,10,272.889007
10.0,10,294.509329
5.0,10,294.51781
5.0,10,294.526266
10.0,10,294.53474
2.0,10,294.543149
2.0,10,294.551616
5.0,10,294.560057
10.0,10,294.568874
10.0,10,294.577465
10.0,10,294.585947
5.0,10,294.5945
-1.0,10,294.602989
10.0,10,294.611427
-2.5,10,294.619922
10.0,10,294.628655
-2.0,10,294.637675
10.0,10,294.646136
3.5,10,294.654539
5.0,10,294.662915
3.5,10,294.671377
5.0,10,294.679842
-10.0,10,294.688239
5.0,10,294.696821
4.0,10,294.705329
10.0,10,294.713749
10.0,10,294.722152
0.5,10,294.730587
2.0,10,294.739057
10.0,10,294.747494
10.0,10,294.755885
5.0,10,294.764288
0.5,10,294.772692
3.5,10,294.781091
2.0,10,294.789447
5.0,10,294.797894
-5.0,10,294.806279
5.0,10,294.814677
10.0,10,294.823192
-2.0,10,294.831641
5.0,10,294.840065
5.0,10,294.848487
5.0,10,294.856896
10.0,10,294.865267
5.0,10,294.873664
-10.0,10,294.882021
5.0,10,294.890456
10.0,10,294.898888
-10.0,10,294.907408
4.0,10,294.91586
4.0,10,294.924286
10.0,10,316.850909
10.0,10,316.859822
5.0,10,316.868604
5.0,10,316.877359
-20.0,10,316.886147
-10.0,10,316.894817
5.0,10,316.903592
10.0,10,316.912371
3.5,10,316.92107
-2.0,10,316.929703
5.0,10,316.938428
5.0,10,316.947055
10.0,10,316.955751
10.0,10,316.964537
10.0,10,316.973185
5.0,10,316.981731
4.0,10,316.990338
5.0,10,316.999034
5.0,10,317.007831
10.0,10,317.01654
5.0,10,317.025067
10.0,10,317.033636
5.0,10,317.042296
5.0,10,317.050851
10.0,10,317.059408
2.0,10,317.068018
5.0,10,317.076833
5.0,10,317.085493
5.0,10,317.0941
2.0,10,317.102716
5.0,10,317.111293
10.0,10,317.119886
-8.0,10,317.128461
10.0,10,317.137049
5.0,10,317.14587
10.0,10,317.154531
5.0,10,317.163168
3.5,10,317.171685
10.0,10,317.180173
4.0,10,317.18868
10.0,10,317.197369
10.0,10,317.205948
10.0,10,317.214453
7.0,10,317.223022
5.0,10,317.231669
2.0,10,317.240368
5.0,10,317.249043
3.5,10,317.257614
5.0,10,317.266262
5.0,10,317.274905
4.0,10,338.914041
5.0,10,338.922883
7.0,10,338.931679
10.0,10,338.940449
5.0,10,338.949309
1.0,10,338.958066
-10.0,10,338.967167
10.0,10,338.975976
5.0,10,338.98479
10.0,10,338.993689
10.0,10,339.002789
5.0,10,339.011639
-2.5,10,339.020411
10.0,10,339.029112
5.0,10,339.037596
5.0,10,339.046018
10.0,10,339.054469
5.0,10,339.062924
10.0,10,339.071416
-1.0,10,339.080043
10.0,10,339.088459
10.0,10,339.096909
10.0,10,339.105297
1.0,10,339.113725
-10.0,10,339.122157
10.0,10,339.13056
1.0,10,339.138972
5.0,10,339.147358
5.0,10,339.155881
10.0,10,339.164282
3.5,10,339.172783
5.0,10,339.181268
5.0,10,339.189658
1.0,10,339.198066
5.0,10,339.206585
10.0,10,339.21498
10.0,10,339.223416
1.0,10,339.23182
-11.0,10,339.240279
-5.5,10,339.248667
-2.0,10,339.257029
5.0,10,339.265449
-5.0,10,339.273831
10.0,10,339.282238
-8.5,10,339.290632
10.0,10,339.299016
5.0,10,339.307386
5.0,10,339.315802
3.5,10,339.324262
5.0,10,339.332792
10.0,10,360.634014
5.0,10,360.642762
5.0,10,360.651752
-2.0,10,360.660744
-10.0,10,360.669823
-10.0,10,360.678898
10.0,10,360.687963
5.0,10,360.696886
5.0,10,360.70558
10.0,10,360.714226
10.0,10,360.722888
5.0,10,360.731546
10.0,10,360.740177
10.0,10,360.748911
0.5,10,360.757647
5.0,10,360.766371
0.5,10,360.775073
7.0,10,360.783728
5.0,10,360.792374
10.0,10,360.800968
5.0,10,360.809505
5.0,10,360.818106
3.5,10,360.826782
1.0,10,360.835448
10.0,10,360.844137
-7.0,10,360.852691
5.0,10,360.861315
10.0,10,360.86993
4.0,10,360.878638
1.0,10,360.887132
-10.0,10,360.895762
5.0,10,360.904473
-17.0,10,360.913185
-11.0,10,360.921724
-10.0,10,360.930311
5.0,10,360.939257
-2.5,10,360.948296
4.0,10,360.957003
-20.0,10,360.965922
10.0,10,360.974954
10.0,10,360.983984
10.0,10,360.993029
5.0,10,361.002219
7.0,10,361.011413
5.0,10,361.020347
10.0,10,361.029379
-4.0,10,361.0383
10.0,10,361.047453
7.0,10,361.056359
-20.0,10,361.06537
-10.0,10,382.765654
10.0,10,382.774124
5.0,10,382.782526
5.0,10,382.791083
10.0,10,382.799682
-4.0,10,382.808258
10.0,10,382.816791
10.0,10,382.825358
5.0,10,382.834001
5.0,10,382.842624
10.0,10,382.851241
5.0,10,382.859815
5.0,10,382.86835
2.0,10,382.876994
10.0,10,382.885616
5.0,10,382.894159
-10.0,10,382.902741
5.0,10,382.911393
5.0,10,382.919902
5.0,10,382.928522
5.0,10,382.937134
5.0,10,382.945682
-10.0,10,382.954337
-8.5,10,382.962923
5.0,10,382.971587
10.0,10,382.980194
5.0,10,382.988755
10.0,10,382.997449
10.0,10,383.005959
-8.5,10,383.014598
10.0,10,383.023242
5.0,10,383.031772
10.0,10,383.040345
5.0,10,383.048932
-5.5,10,383.057458
-10.0,10,383.066096
10.0,10,383.074737
10.0,10,383.083352
5.0,10,383.091966
5.0,10,383.100521
-7.0,10,383.109239
10.0,10,383.117856
5.0,10,383.126393
5.0,10,383.134928
5.0,10,383.143413
10.0,10,383.151953
10.0,10,383.160491
5.0,10,383.169013
5.0,10,383.177566
7.0,10,383.186119
-20.0,10,404.942674
5.0,10,404.951084
5.0,10,404.95941
0.5,10,404.968037
2.0,10,404.976389
10.0,10,404.984633
4.0,10,404.993004
10.0,10,405.001384
5.0,10,405.009764
-5.0,10,405.018117
-2.5,10,405.026541
10.0,10,405.034961
-10.0,10,405.043367
5.0,10,405.051777
5.0,10,405.060195
-17.0,10,405.06859
5.0,10,405.077382
-2.5,10,405.085741
3.5,10,405.094094
5.0,10,405.102457
10.0,10,405.11089
5.0,10,405.119189
-5.5,10,405.127549
10.0,10,405.135972
-4.0,10,405.144265
-10.0,10,405.152664
5.0,10,405.161038
3.5,10,405.169368
5.0,10,405.177783
4.0,10,405.18617
5.0,10,405.194588
-5.5,10,405.203085
10.0,10,405.21143
-17.0,10,405.219787
-7.0,10,405.22819
7.0,10,405.23654
-8.0,10,405.245051
5.0,10,405.253495
3.5,10,405.261879
-10.0,10,405.270254
5.0,10,405.278522
-2.0,10,405.287267
-10.0,10,405.295733
-10.0,10,405.304079
4.0,10,405.312449
-5.5,10,405.320794
10.0,10,405.329201
10.0,10,405.337537
3.5,10,405.345957
10.0,10,405.354482
10.0,10,427.433474
5.0,10,427.442011
10.0,10,427.450908
5.0,10,427.459593
-10.0,10,427.468376
4.0,10,427.477082
10.0,10,427.48586
-8.5,10,427.495467
-10.0,10,427.504261
5.0,10,427.513036
10.0,10,427.521786
4.0,10,427.530388
10.0,10,427.539099
10.0,10,427.547843
10.0,10,427.556464
5.0,10,427.565087
10.0,10,427.57416
-1.0,10,427.582871
1.0,10,427.591522
10.0,10,427.600321
10.0,10,427.608985
5.0,10,427.617682
-1.0,10,427.626744
-4.0,10,427.635631
10.0,10,427.644484
3.5,10,427.653089
10.0,10,427.66173
-2.0,10,427.670295
10.0,10,427.679064
5.0,10,427.687616
10.0,10,427.696334
5.0,10,427.704892
10.0,10,427.713463
10.0,10,427.722062
5.0,10,427.730588
10.0,10,427.739257
5.0,10,427.747831
10.0,10,427.756368
5.0,10,427.764835
10.0,10,427.773467
5.0,10,427.78219
-1.0,10,427.790926
3.5,10,427.800087
10.0,10,427.808703
10.0,10,427.817345
10.0,10,427.825964
5.0,10,427.83462
10.0,10,427.843313
5.0,10,427.851871
-7.0,10,427.860443
-8.5,10,453.205523
3.5,10,453.21397
-10.0,10,453.222508
-7.0,10,453.231016
5.0,10,453.239465
-2.0,10,453.247911
5.0,10,453.256342
5.0,10,453.264713
5.0,10,453.273043
5.0,10,453.281418
10.0,10,453.289821
10.0,10,453.29829
5.0,10,453.30665
-17.0,10,453.315107
-10.0,10,453.323492
10.0,10,453.331908
10.0,10,453.340317
10.0,10,453.348702
10.0,10,453.357138
1.0,10,453.365531
5.0,10,453.373947
10.0,10,453.382307
5.0,10,453.390775
10.0,10,453.399271
-2.0,10,453.407995
1.0,10,453.416948
10.0,10,453.426244
-4.0,10,453.434891
0.5,10,453.444069
10.0,10,453.452548
-17.0,10,453.461403
7.0,10,453.469895
10.0,10,453.479102
-10.0,10,453.487559
2.0,10,453.497171
10.0,10,453.505719
10.0,10,453.515114
5.0,10,453.524123
10.0,10,453.533461
7.0,10,453.542669
5.0,10,453.551134
10.0,10,453.560559
5.0,10,453.569307
3.5,10,453.57882
5.0,10,453.587443
10.0,10,453.596932
10.0,10,453.605567
10.0,10,453.61522
7.0,10,453.624109
5.0,10,453.633014
5.0,10,476.13873
-20.0,10,476.147185
1.0,10,476.155634
-10.0,10,476.1641
10.0,10,476.172612
5.0,10,476.181144
-8.5,10,476.189836
10.0,10,476.198443
5.0,10,476.207161
-1.0,10,476.215944
-5.0,10,476.224631
10.0,10,476.233146
5.0,10,476.241945
10.0,10,476.250724
-10.0,10,476.259457
3.5,10,476.268026
-10.0,10,476.276649
-7.0,10,476.285176
5.0,10,476.29384
-5.0,10,476.30247
10.0,10,476.311119
-2.5,10,476.319607
-2.0,10,476.328292
-11.0,10,476.336898
3.5,10,476.345582
-11.0,10,476.354186
3.5,10,476.362865
5.0,10,476.371596
10.0,10,476.380227
3.5,10,476.388865
10.0,10,476.397511
-4.0,10,476.406197
5.0,10,476.415124
7.0,10,476.423856
5.0,10,476.432502
10.0,10,476.441092
1.0,10,476.449713
5.0,10,476.458413
10.0,10,476.466994
5.0,10,476.475687
-20.0,10,476.48429
5.0,10,476.492911
5.0,10,476.501586
3.5,10,476.510256
-5.5,10,476.518836
10.0,10,476.527484
10.0,10,476.536094
10.0,10,476.54478
5.0,10,476.553364
10.0,10,476.562196
10.0,10,499.014365
5.0,10,499.02297
5.0,10,499.031793
